name,age,keyword,is_crawled,scrawled_count,detected,detected_count
Đình Kiến Phong,33,Ca sĩ Đình Kiến Phong,True,62,True,156
Hào Nam,40,Ca sĩ Hào Nam,True,74,True,306
Băng Di,33,Ca sĩ Băng Di,True,66,True,104
Quang Hùng,26,Ca sĩ Quang Hùng,True,63,True,139
Hà Phương,51,Ca sĩ Hà Phương,True,72,True,152
Nhật Tinh Anh,44,Ca sĩ Nhật Tinh Anh,True,72,True,137
Don Hồ,61,Ca sĩ Don Hồ,True,69,True,120
Du Thiên,38,Ca sĩ Du Thiên,True,64,True,105
Lê Dung,50,Ca sĩ Lê Dung,True,74,True,120
Sala Uyên Trinh,28,Ca sĩ Sala Uyên Trinh,True,54,True,126
Gil Lê,32,Ca sĩ Gil Lê,True,71,True,134
Mono,23,Ca sĩ Mono,True,76,True,110
Miina,21,Ca sĩ Miina,True,71,True,107
Juun Đăng Dũng,30,Ca sĩ Juun Đăng Dũng,True,72,True,88
Phương Loan,64,Ca sĩ Phương Loan,True,66,True,162
Shin Hồng Vịnh,27,Ca sĩ Shin Hồng Vịnh,True,74,True,150
Mia,32,Ca sĩ Mia,True,78,True,136
Cao Tùng Anh,33,Ca sĩ Cao Tùng Anh,True,58,True,157
Ku Vàng,30,Ca sĩ Ku Vàng,True,56,True,173
Đào Duy Quý,20,Ca sĩ Đào Duy Quý,True,72,True,175
Quách Thành Danh,46,Ca sĩ Quách Thành Danh,True,73,True,171
Hoàng Linh Anh,27,Ca sĩ Hoàng Linh Anh,True,73,True,126
Trương Quốc Bảo,30,Ca sĩ Trương Quốc Bảo,True,70,True,230
Mỹ Lệ,51,Ca sĩ Mỹ Lệ,True,74,True,156
Hồng Vịnh,27,Ca sĩ Hồng Vịnh,True,44,True,162
Hường Hana,29,Ca sĩ Hường Hana,True,54,True,248
Nhật Phong,31,Ca sĩ Nhật Phong,True,55,True,120
Mạnh Đình,61,Ca sĩ Mạnh Đình,True,70,True,167
Tăng Mỹ Hàn,20,Hot girl Tăng Mỹ Hàn,True,72,True,104
Mai Thiên Vân,41,Ca sĩ Mai Thiên Vân,True,59,True,143
Nguyễn Cao Bảo Uyên,24,Ca sĩ Nguyễn Cao Bảo Uyên,True,69,True,153
Bảo Uyên,24,Ca sĩ Bảo Uyên,True,42,True,84
Đinh Khắc Lương,21,Ca sĩ Đinh Khắc Lương,True,75,True,303
Hoàng Y Nhung,33,Ca sĩ Hoàng Y Nhung,True,50,True,78
Đinh Tiến Đạt,42,Ca sĩ Đinh Tiến Đạt,True,79,True,184
Đức Anh (Duke),26,Ca sĩ Đức Anh (Duke),True,59,True,125
Phùng Khánh Linh,29,Ca sĩ Phùng Khánh Linh,True,71,True,83
Giang Hồng Ngọc,34,Ca sĩ Giang Hồng Ngọc,True,82,True,127
Phạm Tuấn Sơn,25,Ca sĩ Phạm Tuấn Sơn,True,74,True,130
Ngọc Lan,45,Ca sĩ Ngọc Lan,True,62,True,117
Đinh Mạnh Ninh,34,Ca sĩ Đinh Mạnh Ninh,True,53,True,101
Phương Linh,39,Ca sĩ Phương Linh,True,69,True,99
Đức Ứng,25,Ca sĩ Đức Ứng,True,73,True,147
Ánh Pie,27,Ca sĩ Ánh Pie,True,68,True,155
Will (365),34,Ca sĩ Will (365),True,64,True,119
Kim Ny Ngọc,31,Ca sĩ Kim Ny Ngọc,True,54,True,102
Lê Huỳnh Bảo Ngọc,15,Ca sĩ Lê Huỳnh Bảo Ngọc,True,64,True,182
Emma Nhất Khanh,28,Ca sĩ Emma Nhất Khanh,True,68,True,158
Di Băng,33,Ca sĩ Di Băng,True,60,True,159
Hoàng Kio,29,Ca sĩ Hoàng Kio,True,69,True,259
Quang Hùng Masterd,26,Ca sĩ Quang Hùng Masterd,True,67,True,166
Vp Bá Vương,27,Ca sĩ Vp Bá Vương,True,82,True,190
Kasim Hoàng Vũ,43,Ca sĩ Kasim Hoàng Vũ,True,64,True,106
Lương Minh Trang,28,Ca sĩ Lương Minh Trang,True,70,True,139
Lưu Hương Giang,40,Ca sĩ Lưu Hương Giang,True,76,True,53
Tằng Quốc Anh,32,Ca sĩ Tằng Quốc Anh,True,68,True,31
Khải Đăng,30,Ca sĩ Khải Đăng,True,72,True,137
Hoàng Anh Duy,27,Ca sĩ Hoàng Anh Duy,True,63,True,124
Phan Kim Cương,30,Ca sĩ Phan Kim Cương,True,73,True,0
Phạm Hồng Phước,32,Ca sĩ Phạm Hồng Phước,True,68,True,0
Rocker Nguyễn,30,Ca sĩ Rocker Nguyễn,True,78,True,0
Ju Uyên Nhi,17,Ca sĩ Ju Uyên Nhi,True,59,True,0
Kenbi Nguyễn Hoài Nam,25,Ca sĩ Kenbi Nguyễn Hoài Nam,True,31,True,0
Ngọc Sơn,55,Ca sĩ Ngọc Sơn,True,79,True,0
Thiên Minh,33,Ca sĩ Thiên Minh,True,65,True,0
Đỗ Nguyên Phúc,26,Ca sĩ Đỗ Nguyên Phúc,True,64,True,0
Anh Kiệt,40,Ca sĩ Anh Kiệt,True,73,True,0
Hannie,25,Ca sĩ Hannie,True,53,True,0
Hoàng Sanh,33,Ca sĩ Hoàng Sanh,True,61,True,0
Phượng Vũ,35,Ca sĩ Phượng Vũ,True,69,True,0
Bùi Thuý,30,Ca sĩ Bùi Thuý,True,67,True,0
Hà Văn Quốc Thắng,23,Ca sĩ Hà Văn Quốc Thắng,True,89,True,0
Lý Tuấn Kiệt,31,Ca sĩ Lý Tuấn Kiệt,True,69,True,0
Trúc Nhân,32,Ca sĩ Trúc Nhân,True,78,True,0
Nguyễn Quang Quý,24,Ca sĩ Nguyễn Quang Quý,True,51,True,0
Khói,31,Ca sĩ Khói,True,66,True,0
Thảo Trang,34,Ca sĩ Thảo Trang,True,78,True,0
Hồ Việt Trung,40,Ca sĩ Hồ Việt Trung,True,64,True,0
Phương Phương Thảo,33,Ca sĩ Phương Phương Thảo,True,70,True,0
Nam Cường,38,Ca sĩ Nam Cường,True,66,True,0
Hùng Thanh,38,Ca sĩ Hùng Thanh,True,65,True,0
Kim Joon Shin,27,Ca sĩ Kim Joon Shin,True,74,True,0
Đặng Trúc Thuỷ Tiên,36,Ca sĩ Đặng Trúc Thuỷ Tiên,True,70,True,0
Kim Thành,29,Ca sĩ Kim Thành,True,73,True,0
Huỳnh Thọ Hùng,45,Ca sĩ Huỳnh Thọ Hùng,True,54,True,0
Jack,26,Ca sĩ Jack,True,66,True,0
Woni,26,Ca sĩ Woni,True,63,True,0
Lê Quốc Kháng,42,Ca sĩ Lê Quốc Kháng,True,76,True,0
Tuyết Nga,32,Ca sĩ Tuyết Nga,True,75,True,0
Lê Thiện Hiếu,28,Ca sĩ Lê Thiện Hiếu,True,82,True,0
Khắc Minh,29,Ca sĩ Khắc Minh,True,59,True,0
Quang Vinh,41,Ca sĩ Quang Vinh,True,77,True,0
Jun Phạm,34,Ca sĩ Jun Phạm,True,84,True,0
Đoàn Thế Lân,23,Ca sĩ Đoàn Thế Lân,True,77,True,0
Yuuki Ánh Bùi,25,Ca sĩ Yuuki Ánh Bùi,True,65,True,0
Hoàng Ngân Ánh,25,Ca sĩ Hoàng Ngân Ánh,True,54,True,0
Sơn Ngọc Minh,33,Ca sĩ Sơn Ngọc Minh,True,57,True,0
Huy Nam,33,Ca sĩ Huy Nam,True,59,True,0
Duy Ninh,35,Ca sĩ Duy Ninh,True,65,True,0
Hứa Nhật Khánh Uyên,23,Ca sĩ Hứa Nhật Khánh Uyên,True,55,True,0
Lê Cát Trọng Lý,36,Ca sĩ Lê Cát Trọng Lý,True,78,True,0
Vũ Thảo My,26,Ca sĩ Vũ Thảo My,True,73,True,0
Nguyễn Kim Cương,33,Ca sĩ Nguyễn Kim Cương,True,58,True,0
Linh Hương Luz ,21,Ca sĩ Linh Hương Luz ,True,53,True,0
Nicky,28,Ca sĩ Nicky,True,62,True,0
Lê Quốc Anh,26,Ca sĩ Lê Quốc Anh,True,57,True,0
Ti Ti,33,Ca sĩ Ti Ti,True,70,True,0
Ivone - Lime,30,Ca sĩ Ivone - Lime,True,51,True,0
Duy Khiêm Ngố,35,Ca sĩ Duy Khiêm Ngố,True,65,True,0
Thu Phương,51,Ca sĩ Thu Phương,True,74,True,0
Richi Hà Đặng,32,Ca sĩ Richi Hà Đặng,True,66,False,0
Thu Thuỷ,39,Ca sĩ Thu Thuỷ,True,76,False,0
Minh Xù,35,Ca sĩ Minh Xù,True,59,False,0
Tố Ny,30,Ca sĩ Tố Ny,True,73,False,0
Hoàng Bách,43,Ca sĩ Hoàng Bách,True,73,False,0
Lê Hoàng,42,Ca sĩ Lê Hoàng,True,69,False,0
Thanh Thảo,46,Ca sĩ Thanh Thảo,True,76,False,0
Nguyễn Trọng Tài,26,Ca sĩ Nguyễn Trọng Tài,True,71,False,0
Quinn Hiền Mai,25,Ca sĩ Quinn Hiền Mai,True,66,False,0
Lưu Minh Tuấn,42,Ca sĩ Lưu Minh Tuấn,True,59,False,0
Bảo Hân,50,Ca sĩ Bảo Hân,True,70,False,0
Nguyễn Việt Hoàng (Mono),23,Ca sĩ Nguyễn Việt Hoàng (Mono),True,70,False,0
Trịnh Đình Quang,30,Ca sĩ Trịnh Đình Quang,True,59,False,0
Loren Kid,31,Ca sĩ Loren Kid,True,72,False,0
Dương Đình Trí,45,Ca sĩ Dương Đình Trí,True,56,False,0
Thuỳ Dung,31,Ca sĩ Thuỳ Dung,True,64,False,0
Kim Jun See,30,Ca sĩ Kim Jun See,True,70,False,0
Andy Hải Âu,23,Ca sĩ Andy Hải Âu,True,51,False,0
Võ Lê Mi,28,Ca sĩ Võ Lê Mi,True,51,False,0
Đinh Đại Vũ,41,Ca sĩ Đinh Đại Vũ,True,63,False,0
Thái Tuyết Trâm,33,Ca sĩ Thái Tuyết Trâm,True,68,False,0
O Sen,36,Ca sĩ O Sen,True,71,False,0
Onlyc,35,Ca sĩ Onlyc,True,67,False,0
Xesi,23,Ca sĩ Xesi,True,58,False,0
Đình Trí,45,Ca sĩ Đình Trí,True,31,False,0
Thủy Tiên,51,Ca sĩ Thủy Tiên,True,58,False,0
Dj Wang Tran,39,Ca sĩ Dj Wang Tran,True,73,False,0
Mai Tiến Dũng,35,Ca sĩ Mai Tiến Dũng,True,67,False,0
Bùi Vĩnh Phúc,30,Ca sĩ Bùi Vĩnh Phúc,True,64,False,0
Long Ba Tuổi,23,Ca sĩ Long Ba Tuổi,True,73,False,0
Tuấn Phong (Dì Hai),38,Ca sĩ Tuấn Phong (Dì Hai),True,49,False,0
Dương Tùng Nhân,29,Ca sĩ Dương Tùng Nhân,True,66,False,0
Bảo Kun,28,Ca sĩ Bảo Kun,True,68,False,0
Yori Huỳnh Nga,28,Ca sĩ Yori Huỳnh Nga,True,61,False,0
Lý Hoàng Linh,30,Ca sĩ Lý Hoàng Linh,True,71,False,0
Kami Trần,25,Ca sĩ Kami Trần,True,67,False,0
Đạt G,28,Ca sĩ Đạt G,True,66,False,0
Cao Mỹ Kim,32,Ca sĩ Cao Mỹ Kim,True,50,False,0
Võ Kiều Vân,33,Ca sĩ Võ Kiều Vân,True,62,False,0
Tùng Dương,40,Ca sĩ Tùng Dương,True,66,False,0
Nqp,33,Ca sĩ Nqp,True,57,False,0
Nguyễn Việt Trinh,29,Ca sĩ Nguyễn Việt Trinh,True,68,False,0
Anh Khoa,38,Ca sĩ Anh Khoa,True,66,False,0
Lê Như Ngọc Mai,36,Ca sĩ Lê Như Ngọc Mai,True,68,False,0
Phạm Minh Huy,29,Ca sĩ Phạm Minh Huy,True,82,False,0
Quách Gia Thành,27,Ca sĩ Quách Gia Thành,True,85,False,0
Khương Hùng,27,Ca sĩ Khương Hùng,True,58,False,0
Annie,28,Ca sĩ Annie,True,72,False,0
Grey D,23,Ca sĩ Grey D,True,67,False,0
Trần Quang Hùng,31,Ca sĩ Trần Quang Hùng,True,38,False,0
Vương Anh Tú,33,Ca sĩ Vương Anh Tú,True,69,False,0
Việt My,33,Ca sĩ Việt My,True,70,False,0
Dương Ngọc Thái,44,Ca sĩ Dương Ngọc Thái,True,80,False,0
Song Thư,33,Ca sĩ Song Thư,True,82,False,0
S.t,33,Ca sĩ S.t,True,67,False,0
Khúc Nguyễn Thúy Vy,28,Ca sĩ Khúc Nguyễn Thúy Vy,True,53,False,0
Hooligan,29,Ca sĩ Hooligan,True,67,False,0
Trần Khánh Huyền,19,Ca sĩ Trần Khánh Huyền,True,85,False,0
Quốc Thiên,35,Ca sĩ Quốc Thiên,True,61,False,0
Trần Quốc Thiên,35,Ca sĩ Trần Quốc Thiên,True,44,False,0
Đinh Hương,36,Ca sĩ Đinh Hương,True,53,False,0
Phạm Kiều,27,Ca sĩ Phạm Kiều,True,84,False,0
Gia Lạc,31,Ca sĩ Gia Lạc,True,55,False,0
Sally Q,33,Ca sĩ Sally Q,True,65,False,0
Tinna Tình,38,Ca sĩ Tinna Tình,True,66,False,0
Trần Hoàng Anh,39,Ca sĩ Trần Hoàng Anh,True,62,False,0
Na Ngọc Anh,24,Ca sĩ Na Ngọc Anh,True,73,False,0
Junkii Trần Hoà,27,Ca sĩ Junkii Trần Hoà,True,63,False,0
Lala Trần,32,Ca sĩ Lala Trần,True,64,False,0
Đỗ Minh Quân,32,Ca sĩ Đỗ Minh Quân,True,49,False,0
Trần Hòa,28,Ca sĩ Trần Hòa,True,74,False,0
Nal,26,Ca sĩ Nal,True,50,False,0
Nguyễn Thạc Giáng My,29,Ca sĩ Nguyễn Thạc Giáng My,True,63,False,0
Nguyễn Phạm Bảo Trân,17,Ca sĩ Nguyễn Phạm Bảo Trân,True,37,False,0
Tino,26,Ca sĩ Tino,True,51,False,0
Phan Đình Tùng,47,Ca sĩ Phan Đình Tùng,True,50,False,0
Trâm Nguyễn,35,Ca sĩ Trâm Nguyễn,True,62,False,0
Dương Chấn Huy ,44,Ca sĩ Dương Chấn Huy ,True,68,False,0
Hoàng Quyên,31,Ca sĩ Hoàng Quyên,True,17,False,0
Adam Lâm,32,Ca sĩ Adam Lâm,True,78,False,0
Phan Đặng Trùng Dương,26,Ca sĩ Phan Đặng Trùng Dương,True,50,False,0
Hanni,19,Ca sĩ Hanni,True,40,False,0
Trương Y Du,36,Ca sĩ Trương Y Du,True,45,False,0
Ivone Diệu Linh,29,Ca sĩ Ivone Diệu Linh,True,24,False,0
Kim Trọng,26,Ca sĩ Kim Trọng,True,52,False,0
Yến Trang,39,Ca sĩ Yến Trang,True,57,False,0
Him Phạm,28,Ca sĩ Him Phạm,True,39,False,0
Trương Linh Đan,26,Ca sĩ Trương Linh Đan,True,44,False,0
Ngọc Nhân,26,Ca sĩ Ngọc Nhân,True,48,False,0
Tiêu Châu Như Quỳnh,31,Ca sĩ Tiêu Châu Như Quỳnh,True,57,False,0
Jolie Phương Trinh,35,Ca sĩ Jolie Phương Trinh,True,50,False,0
Nal Phi Hồ,28,Ca sĩ Nal Phi Hồ,True,32,False,0
Lưu Chấn Long,36,Ca sĩ Lưu Chấn Long,True,48,False,0
Naomi Roestel Huỳnh,27,Ca sĩ Naomi Roestel Huỳnh,True,63,False,0
Hương Lan,67,Ca sĩ Hương Lan,True,58,False,0
Rubby Bảo An,17,Ca sĩ Rubby Bảo An,True,40,False,0
Nb3 Hoài Bảo,25,Ca sĩ Nb3 Hoài Bảo,True,56,False,0
Xuân Mai,29,Ca sĩ Xuân Mai,True,57,False,0
Jeon Somi,22,Ca sĩ Jeon Somi,True,68,False,0
Myra Trần,24,Ca sĩ Myra Trần,True,48,False,0
Vũ Hà,54,Ca sĩ Vũ Hà,True,64,False,0
Nguyên Vũ,42,Ca sĩ Nguyên Vũ,True,62,False,0
Tuấn Ngọc,76,Ca sĩ Tuấn Ngọc,True,48,False,0
Trần Thuỳ Dương,25,Ca sĩ Trần Thuỳ Dương,True,55,False,0
Hoàng Rapper,39,Ca sĩ Hoàng Rapper,True,58,False,0
Bùi Duy Ngọc,30,Ca sĩ Bùi Duy Ngọc,True,55,False,0
Phát Hồ,24,Ca sĩ Phát Hồ,True,51,False,0
Roy,27,Ca sĩ Roy,True,46,False,0
Pio Nguyễn,22,Ca sĩ Pio Nguyễn,True,45,False,0
Toof.p,30,Ca sĩ Toof.p,True,59,False,0
Leo - Zero 9,23,Ca sĩ Leo - Zero 9,True,34,False,0
Kay Trần,29,Ca sĩ Kay Trần,True,39,False,0
Nit Sơn Hồ,26,Ca sĩ Nit Sơn Hồ,True,59,False,0
Mai Quốc Việt,35,Ca sĩ Mai Quốc Việt,True,41,False,0
Thùy Dương,41,Ca sĩ Thùy Dương,True,43,False,0
Nguyễn Thành Đạt,27,Ca sĩ Nguyễn Thành Đạt,True,45,False,0
Trần Đức Thành,45,Ca sĩ Trần Đức Thành,True,40,False,0
Nhật Thủy,32,Ca sĩ Nhật Thủy,True,37,False,0
Lê Khắc Minh,30,Ca sĩ Lê Khắc Minh,True,46,False,0
Nguyễn Thành Viên,32,Ca sĩ Nguyễn Thành Viên,True,40,False,0
Nguyễn Hồng Ân,44,Ca sĩ Nguyễn Hồng Ân,True,42,False,0
Kim Tử Long,57,Ca sĩ Kim Tử Long,True,60,False,0
Henry Phạm,26,Ca sĩ Henry Phạm,True,60,False,0
Trương Thảo Nhi,31,Ca sĩ Trương Thảo Nhi,True,54,False,0
Vũ Thị Châu,27,Ca sĩ Vũ Thị Châu,True,37,False,0
Jc Hưng,32,Ca sĩ Jc Hưng,True,63,False,0
Lương Nguyệt Anh,33,Ca sĩ Lương Nguyệt Anh,True,73,False,0
Quý Bình,40,Ca sĩ Quý Bình,True,54,False,0
Huyền Dung,29,Ca sĩ Huyền Dung,True,43,False,0
Hàn Vy,23,Ca sĩ Hàn Vy,True,58,False,0
Nguyễn Tấn Đạt,23,Ca sĩ Nguyễn Tấn Đạt,True,67,False,0
Linh Lybee,30,Ca sĩ Linh Lybee,True,42,False,0
Hồ Gia Hùng,30,Ca sĩ Hồ Gia Hùng,True,50,False,0
Tường Quân,32,Ca sĩ Tường Quân,True,39,False,0
Tuấn Hii,32,Ca sĩ Tuấn Hii,True,47,False,0
Yaya Trương Nhi,33,Ca sĩ Yaya Trương Nhi,True,60,False,0
Duy Zuno,31,Ca sĩ Duy Zuno,True,53,False,0
Hào Năng,27,Ca sĩ Hào Năng,True,55,False,0
Khởi Vinh,25,Ca sĩ Khởi Vinh,True,66,False,0
Vừ Mí Tuấn,28,Ca sĩ Vừ Mí Tuấn,True,65,False,0
Trần Sơn (Sơnx),19,Ca sĩ Trần Sơn (Sơnx),True,42,False,0
Cody Võ Đình Nam,27,Ca sĩ Cody Võ Đình Nam,True,36,False,0
Tiến Dũng,39,Ca sĩ Tiến Dũng,True,67,False,0
Đan Nguyên,39,Ca sĩ Đan Nguyên,True,53,False,0
Võ Thị Thu Hà,21,Ca sĩ Võ Thị Thu Hà,True,69,False,0
Đoan Trang,45,Ca sĩ Đoan Trang,True,61,False,0
Datkaa,23,Ca sĩ Datkaa,True,63,False,0
Nguyễn Thế Minh,23,Ca sĩ Nguyễn Thế Minh,True,41,False,0
Mai Trần Lâm,38,Ca sĩ Mai Trần Lâm,True,64,False,0
Anh Rồng,23,Ca sĩ Anh Rồng,True,75,False,0
Minh Thư,40,Ca sĩ Minh Thư,True,70,False,0
Henry Ngọc Thạch,29,Ca sĩ Henry Ngọc Thạch,True,54,False,0
Min T,27,Ca sĩ Min T,True,75,False,0
Titi - Hkt,33,Ca sĩ Titi - Hkt,True,75,False,0
Thái Thùy Linh,43,Ca sĩ Thái Thùy Linh,True,77,False,0
Bình Boo,25,Ca sĩ Bình Boo,True,72,False,0
Hà Quỳnh Như,19,Ca sĩ Hà Quỳnh Như,True,75,False,0
Minh Thùy,36,Ca sĩ Minh Thùy,True,64,False,0
Kavie Trần,37,Ca sĩ Kavie Trần,True,96,False,0
Thùy Candy,32,Ca sĩ Thùy Candy,True,66,False,0
Vân Nguyễn,34,Ca sĩ Vân Nguyễn,True,73,False,0
Ngô Mai Trang,41,Ca sĩ Ngô Mai Trang,True,77,False,0
Xuân Nghi,29,Ca sĩ Xuân Nghi,True,56,False,0
Hàn Thái Tú,43,Ca sĩ Hàn Thái Tú,True,9,False,0
Ngân Losy,25,Ca sĩ Ngân Losy,True,60,False,0
Hoàng Đức Toàn (Kbin),26,Ca sĩ Hoàng Đức Toàn (Kbin),True,38,False,0
Tú Võ,28,Ca sĩ Tú Võ,True,77,False,0
Nguyễn Lê Bá Thắng,44,Ca sĩ Nguyễn Lê Bá Thắng,True,61,False,0
Ngọc Đắc,23,Ca sĩ Ngọc Đắc,True,92,False,0
Juky San (Trần Dung),25,Ca sĩ Juky San (Trần Dung),True,77,False,0
Đường Hưng,30,Ca sĩ Đường Hưng,True,60,False,0
Đào Bá Lộc,30,Ca sĩ Đào Bá Lộc,True,67,False,0
Ron,28,Ca sĩ Ron,True,58,False,0
Mi Lan,33,Ca sĩ Mi Lan,True,58,False,0
Tony Tk,31,Ca sĩ Tony Tk,True,60,False,0
Duy Ngọc,30,Ca sĩ Duy Ngọc,True,66,False,0
Lan Vy,30,Ca sĩ Lan Vy,True,65,False,0
Uyên Trang,39,Ca sĩ Uyên Trang,True,65,False,0
Bạch Công Khanh,33,Ca sĩ Bạch Công Khanh,True,75,False,0
Phạm Trần Phương,31,Ca sĩ Phạm Trần Phương,True,57,False,0
Nhất Phong Singer,27,Ca sĩ Nhất Phong Singer,True,54,False,0
Lâm Phúc Quân,34,Ca sĩ Lâm Phúc Quân,True,60,False,0
Đỗ Quang Trường,24,Ca sĩ Đỗ Quang Trường,True,62,False,0
Nguyễn Hoàng Bảo Anh,30,Ca sĩ Nguyễn Hoàng Bảo Anh,True,75,False,0
Lam Anh,36,Ca sĩ Lam Anh,True,71,False,0
Mi Witty,29,Ca sĩ Mi Witty,True,63,False,0
Như Loan,42,Ca sĩ Như Loan,True,58,False,0
Song Luân,32,Ca sĩ Song Luân,True,94,False,0
Lương Thùy Mai,27,Ca sĩ Lương Thùy Mai,True,80,False,0
Barry Nam Bảo,32,Ca sĩ Barry Nam Bảo,True,72,False,0
Loki Bảo Long,30,Ca sĩ Loki Bảo Long,True,74,False,0
Tăng Duy Tân,28,Ca sĩ Tăng Duy Tân,True,77,False,0
Quang Đăng Trần,27,Ca sĩ Quang Đăng Trần,True,62,False,0
Phạm Quỳnh Như,24,Ca sĩ Phạm Quỳnh Như,True,64,False,0
Nam Du,37,Ca sĩ Nam Du,True,61,False,0
Nukan Trần Tùng Anh,36,Ca sĩ Nukan Trần Tùng Anh,True,69,False,0
Thu Hằng,36,Ca sĩ Thu Hằng,True,77,False,0
Trần Tùng Anh,27,Ca sĩ Trần Tùng Anh,True,59,False,0
Đức Trí,27,Ca sĩ Đức Trí,True,43,False,0
Hoàng Sky,31,Ca sĩ Hoàng Sky,True,54,False,0
Tố My,32,Ca sĩ Tố My,True,68,False,0
Nguyễn Bảo Ngọc (Hekii),23,Ca sĩ Nguyễn Bảo Ngọc (Hekii),True,41,False,0
Võ Hạ Trâm,33,Ca sĩ Võ Hạ Trâm,True,88,False,0
Kxk,22,Ca sĩ Kxk,True,51,False,0
Yunjboo,28,Ca sĩ Yunjboo,True,59,False,0
Dương Hồng Loan,43,Ca sĩ Dương Hồng Loan,True,54,False,0
Thiều Bảo Trang,31,Ca sĩ Thiều Bảo Trang,True,72,False,0
Duyên Kendy,24,Ca sĩ Duyên Kendy,True,54,False,0
Phạm Thanh Thảo,44,Ca sĩ Phạm Thanh Thảo,True,64,False,0
Cao Tùng Huy,37,Ca sĩ Cao Tùng Huy,True,70,False,0
Lý Thu Thảo,31,Ca sĩ Lý Thu Thảo,True,70,False,0
Pha Lê,36,Ca sĩ Pha Lê,True,64,False,0
Vương Bảo Lâm,30,Ca sĩ Vương Bảo Lâm,True,90,False,0
Ngọc Trâm,29,Ca sĩ Ngọc Trâm,True,62,False,0
Yulim Trần,20,Ca sĩ Yulim Trần,True,44,False,0
Quang Dũng,47,Ca sĩ Quang Dũng,True,69,False,0
Gia Huy Singer,31,Ca sĩ Gia Huy Singer,True,47,False,0
Minh Thuận,54,Ca sĩ Minh Thuận,True,62,False,0
Lina Nguyễn,31,Ca sĩ Lina Nguyễn,True,66,False,0
Kindya,30,Ca sĩ Kindya,True,79,False,0
Nguyễn Hoàng Mai Anh,16,Ca sĩ Nguyễn Hoàng Mai Anh,True,67,False,0
Nguyễn Hoàng Anh,20,Ca sĩ Nguyễn Hoàng Anh,True,42,False,0
Jay Phan,24,Ca sĩ Jay Phan,True,74,False,0
Huỳnh Hữu Đại,24,Ca sĩ Huỳnh Hữu Đại,True,40,False,0
Cát Tiên,28,Ca sĩ Cát Tiên,True,56,False,0
Mai Chí Công,23,Ca sĩ Mai Chí Công,True,51,False,0
Hạnh An,25,Ca sĩ Hạnh An,True,62,False,0
Nguyễn Thế Nhân,19,Ca sĩ Nguyễn Thế Nhân,True,39,False,0
Quanvrox,22,Ca sĩ Quanvrox,True,60,False,0
Lê Như,36,Ca sĩ Lê Như,True,48,False,0
Võ Đỗ Anh (Kayz),25,Ca sĩ Võ Đỗ Anh (Kayz),True,48,False,0
Linh Phi,35,Ca sĩ Linh Phi,True,58,False,0
Thu Ngân The Voice,26,Ca sĩ Thu Ngân The Voice,True,59,False,0
Đen,34,Ca sĩ Đen,True,56,False,0
Trịnh Nhật Minh,17,Ca sĩ Trịnh Nhật Minh,True,62,False,0
Thái Quỳnh,27,Ca sĩ Thái Quỳnh,True,64,False,0
Huỳnh Phi Tiễn,41,Ca sĩ Huỳnh Phi Tiễn,True,45,False,0
Nguyễn Duy Cường,32,Ca sĩ Nguyễn Duy Cường,True,67,False,0
Tô Tài Năng,53,Ca sĩ Tô Tài Năng,True,49,False,0
Khánh Bình,42,Ca sĩ Khánh Bình,True,75,False,0
Evy (Minh Phương),28,Ca sĩ Evy (Minh Phương),True,57,False,0
Triệu Lộc,37,Ca sĩ Triệu Lộc,True,55,False,0
Will 365,34,Ca sĩ Will 365,True,74,False,0
Lưu Ánh Loan,46,Ca sĩ Lưu Ánh Loan,True,73,False,0
Jaykii,30,Ca sĩ Jaykii,True,66,False,0
Nguyễn Hữu Thành,32,Ca sĩ Nguyễn Hữu Thành,True,48,False,0
Kỳ Phương Uyên,34,Ca sĩ Kỳ Phương Uyên,True,60,False,0
Lê Phúc Cương Anh (Oleeanh),21,Ca sĩ Lê Phúc Cương Anh (Oleeanh),True,65,False,0
Nhật Huyền,41,Ca sĩ Nhật Huyền,True,57,False,0
Phương Minh (Evy),26,Ca sĩ Phương Minh (Evy),True,7,False,0
Thiên Bảo Bolero,49,Ca sĩ Thiên Bảo Bolero,True,57,False,0
Nguyễn Trần Trung Nguyên,22,Ca sĩ Nguyễn Trần Trung Nguyên,True,65,False,0
Minh Dũng,35,Ca sĩ Minh Dũng,True,54,False,0
Kaycee,26,Ca sĩ Kaycee,True,51,False,0
Mars Anh Tú,46,Ca sĩ Mars Anh Tú,True,66,False,0
Đào Kỳ Anh,26,Ca sĩ Đào Kỳ Anh,True,45,False,0
Lê Thu Uyên,29,Ca sĩ Lê Thu Uyên,True,45,False,0
Thủy Tiên Idol,23,Ca sĩ Thủy Tiên Idol,True,70,False,0
Phùng Ngọc Huy,40,Ca sĩ Phùng Ngọc Huy,True,80,False,0
Kim Khánh Chi,41,Ca sĩ Kim Khánh Chi,True,66,False,0
Hồ Văn Phong,24,Ca sĩ Hồ Văn Phong,True,59,False,0
Quân Đao,30,Ca sĩ Quân Đao,True,60,False,0
Lâm Hùng,46,Ca sĩ Lâm Hùng,True,54,False,0
Hoàng Đức Duy,33,Ca sĩ Hoàng Đức Duy,True,43,False,0
Thu Trang Bolero,36,Ca sĩ Thu Trang Bolero,True,64,False,0
Trần Ngọc Ánh,27,Ca sĩ Trần Ngọc Ánh,True,70,False,0
