name,age,keyword,is_crawled,scrawled_count
Emma Nhất Khanh,28,Ca sĩ Emma Nhất Khanh,False,0
Di Băng,33,Ca sĩ Di Băng,False,0
Hoàng Kio,29,Ca sĩ Hoàng Kio,False,0
Quang Hùng Masterd,26,Ca sĩ Quang Hùng Masterd,False,0
Vp Bá Vương,27,Ca sĩ Vp Bá Vương,False,0
Kasim Hoàng Vũ,43,Ca sĩ Kasim Hoàng Vũ,False,0
Lương Minh Trang,28,Ca sĩ Lương Minh Trang,False,0
Lưu Hương Giang,40,Ca sĩ Lưu Hương Giang,False,0
Tằng Quốc Anh,32,Ca sĩ Tằng Quốc Anh,False,0
Khải Đăng,30,Ca sĩ Khải Đăng,False,0
Hoàng Anh Duy,27,Ca sĩ Hoàng Anh Duy,False,0
Phan Kim Cương,30,Ca sĩ Phan Kim Cương,False,0
Phạm Hồng Phước,32,Ca sĩ Phạm Hồng Phước,False,0
Rocker Nguyễn,30,Ca sĩ Rocker Nguyễn,False,0
Ju Uyên Nhi,17,Ca sĩ Ju Uyên Nhi,False,0
Kenbi Nguyễn Hoài Nam,25,Ca sĩ Kenbi Nguyễn Hoài Nam,False,0
Ngọc Sơn,55,Ca sĩ Ngọc Sơn,False,0
Thiên Minh,33,Ca sĩ Thiên Minh,False,0
Đỗ Nguyên Phúc,26,Ca sĩ Đỗ Nguyên Phúc,False,0
Anh Kiệt,40,Ca sĩ Anh Kiệt,False,0
Hannie,25,Ca sĩ Hannie,False,0
Hoàng Sanh,33,Ca sĩ Hoàng Sanh,False,0
Phượng Vũ,35,Ca sĩ Phượng Vũ,False,0
Bùi Thuý,30,Ca sĩ Bùi Thuý,False,0
Hà Văn Quốc Thắng,23,Ca sĩ Hà Văn Quốc Thắng,False,0
Lý Tuấn Kiệt,31,Ca sĩ Lý Tuấn Kiệt,False,0
Trúc Nhân,32,Ca sĩ Trúc Nhân,False,0
Nguyễn Quang Quý,24,Ca sĩ Nguyễn Quang Quý,False,0
Khói,31,Ca sĩ Khói,False,0
Thảo Trang,34,Ca sĩ Thảo Trang,False,0
Hồ Việt Trung,40,Ca sĩ Hồ Việt Trung,False,0
Phương Phương Thảo,33,Ca sĩ Phương Phương Thảo,False,0
Nam Cường,38,Ca sĩ Nam Cường,False,0
Hùng Thanh,38,Ca sĩ Hùng Thanh,False,0
Kim Joon Shin,27,Ca sĩ Kim Joon Shin,False,0
Đặng Trúc Thuỷ Tiên,36,Ca sĩ Đặng Trúc Thuỷ Tiên,False,0
Kim Thành,29,Ca sĩ Kim Thành,False,0
Huỳnh Thọ Hùng,45,Ca sĩ Huỳnh Thọ Hùng,False,0
Jack,26,Ca sĩ Jack,False,0
Woni,26,Ca sĩ Woni,False,0
Lê Quốc Kháng,42,Ca sĩ Lê Quốc Kháng,False,0
Tuyết Nga,32,Ca sĩ Tuyết Nga,False,0
Lê Thiện Hiếu,28,Ca sĩ Lê Thiện Hiếu,False,0
Khắc Minh,29,Ca sĩ Khắc Minh,False,0
Quang Vinh,41,Ca sĩ Quang Vinh,False,0
Jun Phạm,34,Ca sĩ Jun Phạm,False,0
Đoàn Thế Lân,23,Ca sĩ Đoàn Thế Lân,False,0
Yuuki Ánh Bùi,25,Ca sĩ Yuuki Ánh Bùi,False,0
Hoàng Ngân Ánh,25,Ca sĩ Hoàng Ngân Ánh,False,0
Sơn Ngọc Minh,33,Ca sĩ Sơn Ngọc Minh,False,0
Huy Nam,33,Ca sĩ Huy Nam,False,0
Duy Ninh,35,Ca sĩ Duy Ninh,False,0
Hứa Nhật Khánh Uyên,23,Ca sĩ Hứa Nhật Khánh Uyên,False,0
Lê Cát Trọng Lý,36,Ca sĩ Lê Cát Trọng Lý,False,0
Vũ Thảo My,26,Ca sĩ Vũ Thảo My,False,0
Nguyễn Kim Cương,33,Ca sĩ Nguyễn Kim Cương,False,0
Linh Hương Luz ,21,Ca sĩ Linh Hương Luz ,False,0
Nicky,28,Ca sĩ Nicky,False,0
Lê Quốc Anh,26,Ca sĩ Lê Quốc Anh,False,0
Ti Ti,33,Ca sĩ Ti Ti,False,0
Ivone - Lime,30,Ca sĩ Ivone - Lime,False,0
Duy Khiêm Ngố,35,Ca sĩ Duy Khiêm Ngố,False,0
Thu Phương,51,Ca sĩ Thu Phương,False,0
Richi Hà Đặng,32,Ca sĩ Richi Hà Đặng,False,0
Thu Thuỷ,39,Ca sĩ Thu Thuỷ,False,0
Minh Xù,35,Ca sĩ Minh Xù,False,0
Tố Ny,30,Ca sĩ Tố Ny,False,0
Hoàng Bách,43,Ca sĩ Hoàng Bách,False,0
Lê Hoàng,42,Ca sĩ Lê Hoàng,False,0
Thanh Thảo,46,Ca sĩ Thanh Thảo,False,0
Nguyễn Trọng Tài,26,Ca sĩ Nguyễn Trọng Tài,False,0
Quinn Hiền Mai,25,Ca sĩ Quinn Hiền Mai,False,0
Lưu Minh Tuấn,42,Ca sĩ Lưu Minh Tuấn,False,0
Bảo Hân,50,Ca sĩ Bảo Hân,False,0
Nguyễn Việt Hoàng (Mono),23,Ca sĩ Nguyễn Việt Hoàng (Mono),False,0
Trịnh Đình Quang,30,Ca sĩ Trịnh Đình Quang,False,0
Loren Kid,31,Ca sĩ Loren Kid,False,0
Dương Đình Trí,45,Ca sĩ Dương Đình Trí,False,0
Thuỳ Dung,31,Ca sĩ Thuỳ Dung,False,0
Kim Jun See,30,Ca sĩ Kim Jun See,False,0
Andy Hải Âu,23,Ca sĩ Andy Hải Âu,False,0
Võ Lê Mi,28,Ca sĩ Võ Lê Mi,False,0
Đinh Đại Vũ,41,Ca sĩ Đinh Đại Vũ,False,0
Thái Tuyết Trâm,33,Ca sĩ Thái Tuyết Trâm,False,0
O Sen,36,Ca sĩ O Sen,False,0
Onlyc,35,Ca sĩ Onlyc,False,0
Xesi,23,Ca sĩ Xesi,False,0
Đình Trí,45,Ca sĩ Đình Trí,False,0
Thủy Tiên,51,Ca sĩ Thủy Tiên,False,0
Dj Wang Tran,39,Ca sĩ Dj Wang Tran,False,0
Mai Tiến Dũng,35,Ca sĩ Mai Tiến Dũng,False,0
Bùi Vĩnh Phúc,30,Ca sĩ Bùi Vĩnh Phúc,False,0
Long Ba Tuổi,23,Ca sĩ Long Ba Tuổi,False,0
Tuấn Phong (Dì Hai),38,Ca sĩ Tuấn Phong (Dì Hai),False,0
Dương Tùng Nhân,29,Ca sĩ Dương Tùng Nhân,False,0
Bảo Kun,28,Ca sĩ Bảo Kun,False,0
Yori Huỳnh Nga,28,Ca sĩ Yori Huỳnh Nga,False,0
Lý Hoàng Linh,30,Ca sĩ Lý Hoàng Linh,False,0
Kami Trần,25,Ca sĩ Kami Trần,False,0
Đạt G,28,Ca sĩ Đạt G,False,0
Cao Mỹ Kim,32,Ca sĩ Cao Mỹ Kim,False,0
Võ Kiều Vân,33,Ca sĩ Võ Kiều Vân,False,0
Tùng Dương,40,Ca sĩ Tùng Dương,False,0
Nqp,33,Ca sĩ Nqp,False,0
Nguyễn Việt Trinh,29,Ca sĩ Nguyễn Việt Trinh,False,0
Anh Khoa,38,Ca sĩ Anh Khoa,False,0
Lê Như Ngọc Mai,36,Ca sĩ Lê Như Ngọc Mai,False,0
Phạm Minh Huy,29,Ca sĩ Phạm Minh Huy,False,0
Quách Gia Thành,27,Ca sĩ Quách Gia Thành,False,0
Khương Hùng,27,Ca sĩ Khương Hùng,False,0
Annie,28,Ca sĩ Annie,False,0
Grey D,23,Ca sĩ Grey D,False,0
Trần Quang Hùng,31,Ca sĩ Trần Quang Hùng,False,0
Vương Anh Tú,33,Ca sĩ Vương Anh Tú,False,0
Việt My,33,Ca sĩ Việt My,False,0
Dương Ngọc Thái,44,Ca sĩ Dương Ngọc Thái,False,0
Song Thư,33,Ca sĩ Song Thư,False,0
S.t,33,Ca sĩ S.t,False,0
Khúc Nguyễn Thúy Vy,28,Ca sĩ Khúc Nguyễn Thúy Vy,False,0
Hooligan,29,Ca sĩ Hooligan,False,0
Trần Khánh Huyền,19,Ca sĩ Trần Khánh Huyền,False,0
Quốc Thiên,35,Ca sĩ Quốc Thiên,False,0
Trần Quốc Thiên,35,Ca sĩ Trần Quốc Thiên,False,0
Đinh Hương,36,Ca sĩ Đinh Hương,False,0
Phạm Kiều,27,Ca sĩ Phạm Kiều,False,0
Gia Lạc,31,Ca sĩ Gia Lạc,False,0
Sally Q,33,Ca sĩ Sally Q,False,0
Tinna Tình,38,Ca sĩ Tinna Tình,False,0
Trần Hoàng Anh,39,Ca sĩ Trần Hoàng Anh,False,0
Na Ngọc Anh,24,Ca sĩ Na Ngọc Anh,False,0
Junkii Trần Hoà,27,Ca sĩ Junkii Trần Hoà,False,0
Lala Trần,32,Ca sĩ Lala Trần,False,0
Đỗ Minh Quân,32,Ca sĩ Đỗ Minh Quân,False,0
Trần Hòa,28,Ca sĩ Trần Hòa,False,0
Nal,26,Ca sĩ Nal,False,0
Nguyễn Thạc Giáng My,29,Ca sĩ Nguyễn Thạc Giáng My,False,0
Nguyễn Phạm Bảo Trân,17,Ca sĩ Nguyễn Phạm Bảo Trân,False,0
Tino,26,Ca sĩ Tino,False,0
Phan Đình Tùng,47,Ca sĩ Phan Đình Tùng,False,0
Trâm Nguyễn,35,Ca sĩ Trâm Nguyễn,False,0
Dương Chấn Huy ,44,Ca sĩ Dương Chấn Huy ,False,0
Hoàng Quyên,31,Ca sĩ Hoàng Quyên,False,0
Adam Lâm,32,Ca sĩ Adam Lâm,False,0
Phan Đặng Trùng Dương,26,Ca sĩ Phan Đặng Trùng Dương,False,0
Hanni,19,Ca sĩ Hanni,False,0
Trương Y Du,36,Ca sĩ Trương Y Du,False,0
Ivone Diệu Linh,29,Ca sĩ Ivone Diệu Linh,False,0
Kim Trọng,26,Ca sĩ Kim Trọng,False,0
Yến Trang,39,Ca sĩ Yến Trang,False,0
Him Phạm,28,Ca sĩ Him Phạm,False,0
Trương Linh Đan,26,Ca sĩ Trương Linh Đan,False,0
Ngọc Nhân,26,Ca sĩ Ngọc Nhân,False,0
Tiêu Châu Như Quỳnh,31,Ca sĩ Tiêu Châu Như Quỳnh,False,0
Jolie Phương Trinh,35,Ca sĩ Jolie Phương Trinh,False,0
Nal Phi Hồ,28,Ca sĩ Nal Phi Hồ,False,0
Lưu Chấn Long,36,Ca sĩ Lưu Chấn Long,False,0
Naomi Roestel Huỳnh,27,Ca sĩ Naomi Roestel Huỳnh,False,0
Hương Lan,67,Ca sĩ Hương Lan,False,0
Rubby Bảo An,17,Ca sĩ Rubby Bảo An,False,0
Nb3 Hoài Bảo,25,Ca sĩ Nb3 Hoài Bảo,False,0
Xuân Mai,29,Ca sĩ Xuân Mai,False,0
Jeon Somi,22,Ca sĩ Jeon Somi,False,0
Myra Trần,24,Ca sĩ Myra Trần,False,0
Vũ Hà,54,Ca sĩ Vũ Hà,False,0
Nguyên Vũ,42,Ca sĩ Nguyên Vũ,False,0
Tuấn Ngọc,76,Ca sĩ Tuấn Ngọc,False,0
Trần Thuỳ Dương,25,Ca sĩ Trần Thuỳ Dương,False,0
Hoàng Rapper,39,Ca sĩ Hoàng Rapper,False,0
Bùi Duy Ngọc,30,Ca sĩ Bùi Duy Ngọc,False,0
Phát Hồ,24,Ca sĩ Phát Hồ,False,0
Roy,27,Ca sĩ Roy,False,0
Pio Nguyễn,22,Ca sĩ Pio Nguyễn,False,0
Toof.p,30,Ca sĩ Toof.p,False,0
Leo - Zero 9,23,Ca sĩ Leo - Zero 9,False,0
Kay Trần,29,Ca sĩ Kay Trần,False,0
Nit Sơn Hồ,26,Ca sĩ Nit Sơn Hồ,False,0
Mai Quốc Việt,35,Ca sĩ Mai Quốc Việt,False,0
Thùy Dương,41,Ca sĩ Thùy Dương,False,0
Nguyễn Thành Đạt,27,Ca sĩ Nguyễn Thành Đạt,False,0
Trần Đức Thành,45,Ca sĩ Trần Đức Thành,False,0
Nhật Thủy,32,Ca sĩ Nhật Thủy,False,0
Lê Khắc Minh,30,Ca sĩ Lê Khắc Minh,False,0
Nguyễn Thành Viên,32,Ca sĩ Nguyễn Thành Viên,False,0
Nguyễn Hồng Ân,44,Ca sĩ Nguyễn Hồng Ân,False,0
Kim Tử Long,57,Ca sĩ Kim Tử Long,False,0
Henry Phạm,26,Ca sĩ Henry Phạm,False,0
Trương Thảo Nhi,31,Ca sĩ Trương Thảo Nhi,False,0
Vũ Thị Châu,27,Ca sĩ Vũ Thị Châu,False,0
Jc Hưng,32,Ca sĩ Jc Hưng,False,0
Lương Nguyệt Anh,33,Ca sĩ Lương Nguyệt Anh,False,0
Quý Bình,40,Ca sĩ Quý Bình,False,0
Huyền Dung,29,Ca sĩ Huyền Dung,False,0
Hàn Vy,23,Ca sĩ Hàn Vy,False,0
Nguyễn Tấn Đạt,23,Ca sĩ Nguyễn Tấn Đạt,False,0
Linh Lybee,30,Ca sĩ Linh Lybee,False,0
Hồ Gia Hùng,30,Ca sĩ Hồ Gia Hùng,False,0
Tường Quân,32,Ca sĩ Tường Quân,False,0
Tuấn Hii,32,Ca sĩ Tuấn Hii,False,0
Yaya Trương Nhi,33,Ca sĩ Yaya Trương Nhi,False,0
Duy Zuno,31,Ca sĩ Duy Zuno,False,0
Hào Năng,27,Ca sĩ Hào Năng,False,0
Khởi Vinh,25,Ca sĩ Khởi Vinh,False,0
Vừ Mí Tuấn,28,Ca sĩ Vừ Mí Tuấn,False,0
Trần Sơn (Sơnx),19,Ca sĩ Trần Sơn (Sơnx),False,0
Cody Võ Đình Nam,27,Ca sĩ Cody Võ Đình Nam,False,0
Tiến Dũng,39,Ca sĩ Tiến Dũng,False,0
Đan Nguyên,39,Ca sĩ Đan Nguyên,False,0
Võ Thị Thu Hà,21,Ca sĩ Võ Thị Thu Hà,False,0
Đoan Trang,45,Ca sĩ Đoan Trang,False,0
Datkaa,23,Ca sĩ Datkaa,False,0
Nguyễn Thế Minh,23,Ca sĩ Nguyễn Thế Minh,False,0
Mai Trần Lâm,38,Ca sĩ Mai Trần Lâm,False,0
Anh Rồng,23,Ca sĩ Anh Rồng,False,0
Minh Thư,40,Ca sĩ Minh Thư,False,0
Henry Ngọc Thạch,29,Ca sĩ Henry Ngọc Thạch,False,0
Min T,27,Ca sĩ Min T,False,0
Titi - Hkt,33,Ca sĩ Titi - Hkt,False,0
Thái Thùy Linh,43,Ca sĩ Thái Thùy Linh,False,0
Bình Boo,25,Ca sĩ Bình Boo,False,0
Hà Quỳnh Như,19,Ca sĩ Hà Quỳnh Như,False,0
Minh Thùy,36,Ca sĩ Minh Thùy,False,0
Kavie Trần,37,Ca sĩ Kavie Trần,False,0
Thùy Candy,32,Ca sĩ Thùy Candy,False,0
Vân Nguyễn,34,Ca sĩ Vân Nguyễn,False,0
Ngô Mai Trang,41,Ca sĩ Ngô Mai Trang,False,0
Xuân Nghi,29,Ca sĩ Xuân Nghi,False,0
Hàn Thái Tú,43,Ca sĩ Hàn Thái Tú,False,0
Ngân Losy,25,Ca sĩ Ngân Losy,False,0
Hoàng Đức Toàn (Kbin),26,Ca sĩ Hoàng Đức Toàn (Kbin),False,0
Tú Võ,28,Ca sĩ Tú Võ,False,0
Nguyễn Lê Bá Thắng,44,Ca sĩ Nguyễn Lê Bá Thắng,False,0
Ngọc Đắc,23,Ca sĩ Ngọc Đắc,False,0
Juky San (Trần Dung),25,Ca sĩ Juky San (Trần Dung),False,0
Đường Hưng,30,Ca sĩ Đường Hưng,False,0
Đào Bá Lộc,30,Ca sĩ Đào Bá Lộc,False,0
Ron,28,Ca sĩ Ron,False,0
Mi Lan,33,Ca sĩ Mi Lan,False,0
Tony Tk,31,Ca sĩ Tony Tk,False,0
Duy Ngọc,30,Ca sĩ Duy Ngọc,False,0
Lan Vy,30,Ca sĩ Lan Vy,False,0
Uyên Trang,39,Ca sĩ Uyên Trang,False,0
Bạch Công Khanh,33,Ca sĩ Bạch Công Khanh,False,0
Phạm Trần Phương,31,Ca sĩ Phạm Trần Phương,False,0
Nhất Phong Singer,27,Ca sĩ Nhất Phong Singer,False,0
Lâm Phúc Quân,34,Ca sĩ Lâm Phúc Quân,False,0
Đỗ Quang Trường,24,Ca sĩ Đỗ Quang Trường,False,0
Nguyễn Hoàng Bảo Anh,30,Ca sĩ Nguyễn Hoàng Bảo Anh,False,0
Lam Anh,36,Ca sĩ Lam Anh,False,0
Mi Witty,29,Ca sĩ Mi Witty,False,0
Như Loan,42,Ca sĩ Như Loan,False,0
Song Luân,32,Ca sĩ Song Luân,False,0
Lương Thùy Mai,27,Ca sĩ Lương Thùy Mai,False,0
Barry Nam Bảo,32,Ca sĩ Barry Nam Bảo,False,0
Loki Bảo Long,30,Ca sĩ Loki Bảo Long,False,0
Tăng Duy Tân,28,Ca sĩ Tăng Duy Tân,False,0
Quang Đăng Trần,27,Ca sĩ Quang Đăng Trần,False,0
Phạm Quỳnh Như,24,Ca sĩ Phạm Quỳnh Như,False,0
Nam Du,37,Ca sĩ Nam Du,False,0
Nukan Trần Tùng Anh,36,Ca sĩ Nukan Trần Tùng Anh,False,0
Thu Hằng,36,Ca sĩ Thu Hằng,False,0
Trần Tùng Anh,27,Ca sĩ Trần Tùng Anh,False,0
Đức Trí,27,Ca sĩ Đức Trí,False,0
Hoàng Sky,31,Ca sĩ Hoàng Sky,False,0
Tố My,32,Ca sĩ Tố My,False,0
Nguyễn Bảo Ngọc (Hekii),23,Ca sĩ Nguyễn Bảo Ngọc (Hekii),False,0
Võ Hạ Trâm,33,Ca sĩ Võ Hạ Trâm,False,0
Kxk,22,Ca sĩ Kxk,False,0
Yunjboo,28,Ca sĩ Yunjboo,False,0
Dương Hồng Loan,43,Ca sĩ Dương Hồng Loan,False,0
Thiều Bảo Trang,31,Ca sĩ Thiều Bảo Trang,False,0
Duyên Kendy,24,Ca sĩ Duyên Kendy,False,0
Phạm Thanh Thảo,44,Ca sĩ Phạm Thanh Thảo,False,0
Cao Tùng Huy,37,Ca sĩ Cao Tùng Huy,False,0
Lý Thu Thảo,31,Ca sĩ Lý Thu Thảo,False,0
Pha Lê,36,Ca sĩ Pha Lê,False,0
Vương Bảo Lâm,30,Ca sĩ Vương Bảo Lâm,False,0
Ngọc Trâm,29,Ca sĩ Ngọc Trâm,False,0
Yulim Trần,20,Ca sĩ Yulim Trần,False,0
Quang Dũng,47,Ca sĩ Quang Dũng,False,0
Gia Huy Singer,31,Ca sĩ Gia Huy Singer,False,0
Minh Thuận,54,Ca sĩ Minh Thuận,False,0
Lina Nguyễn,31,Ca sĩ Lina Nguyễn,False,0
Kindya,30,Ca sĩ Kindya,False,0
Nguyễn Hoàng Mai Anh,16,Ca sĩ Nguyễn Hoàng Mai Anh,False,0
Nguyễn Hoàng Anh,20,Ca sĩ Nguyễn Hoàng Anh,False,0
Jay Phan,24,Ca sĩ Jay Phan,False,0
Huỳnh Hữu Đại,24,Ca sĩ Huỳnh Hữu Đại,False,0
Cát Tiên,28,Ca sĩ Cát Tiên,False,0
Mai Chí Công,23,Ca sĩ Mai Chí Công,False,0
Hạnh An,25,Ca sĩ Hạnh An,False,0
Nguyễn Thế Nhân,19,Ca sĩ Nguyễn Thế Nhân,False,0
Quanvrox,22,Ca sĩ Quanvrox,False,0
Lê Như,36,Ca sĩ Lê Như,False,0
Võ Đỗ Anh (Kayz),25,Ca sĩ Võ Đỗ Anh (Kayz),False,0
Linh Phi,35,Ca sĩ Linh Phi,False,0
Thu Ngân The Voice,26,Ca sĩ Thu Ngân The Voice,False,0
Đen,34,Ca sĩ Đen,False,0
Trịnh Nhật Minh,17,Ca sĩ Trịnh Nhật Minh,False,0
Thái Quỳnh,27,Ca sĩ Thái Quỳnh,False,0
Huỳnh Phi Tiễn,41,Ca sĩ Huỳnh Phi Tiễn,False,0
Nguyễn Duy Cường,32,Ca sĩ Nguyễn Duy Cường,False,0
Tô Tài Năng,53,Ca sĩ Tô Tài Năng,False,0
Khánh Bình,42,Ca sĩ Khánh Bình,False,0
Evy (Minh Phương),28,Ca sĩ Evy (Minh Phương),False,0
Triệu Lộc,37,Ca sĩ Triệu Lộc,False,0
Will 365,34,Ca sĩ Will 365,False,0
Lưu Ánh Loan,46,Ca sĩ Lưu Ánh Loan,False,0
Jaykii,30,Ca sĩ Jaykii,False,0
Nguyễn Hữu Thành,32,Ca sĩ Nguyễn Hữu Thành,False,0
Kỳ Phương Uyên,34,Ca sĩ Kỳ Phương Uyên,False,0
Lê Phúc Cương Anh (Oleeanh),21,Ca sĩ Lê Phúc Cương Anh (Oleeanh),False,0
Nhật Huyền,41,Ca sĩ Nhật Huyền,False,0
Phương Minh (Evy),26,Ca sĩ Phương Minh (Evy),False,0
Thiên Bảo Bolero,49,Ca sĩ Thiên Bảo Bolero,False,0
Nguyễn Trần Trung Nguyên,22,Ca sĩ Nguyễn Trần Trung Nguyên,False,0
Minh Dũng,35,Ca sĩ Minh Dũng,False,0
Kaycee,26,Ca sĩ Kaycee,False,0
Mars Anh Tú,46,Ca sĩ Mars Anh Tú,False,0
Đào Kỳ Anh,26,Ca sĩ Đào Kỳ Anh,False,0
Lê Thu Uyên,29,Ca sĩ Lê Thu Uyên,False,0
Thủy Tiên Idol,23,Ca sĩ Thủy Tiên Idol,False,0
Phùng Ngọc Huy,40,Ca sĩ Phùng Ngọc Huy,False,0
Kim Khánh Chi,41,Ca sĩ Kim Khánh Chi,False,0
Hồ Văn Phong,24,Ca sĩ Hồ Văn Phong,False,0
Quân Đao,30,Ca sĩ Quân Đao,False,0
Lâm Hùng,46,Ca sĩ Lâm Hùng,False,0
Hoàng Đức Duy,33,Ca sĩ Hoàng Đức Duy,False,0
Thu Trang Bolero,36,Ca sĩ Thu Trang Bolero,False,0
Trần Ngọc Ánh,27,Ca sĩ Trần Ngọc Ánh,False,0
Huỳnh Tú,32,Ca sĩ Huỳnh Tú,False,0
Tăng Quỳnh My,27,Ca sĩ Tăng Quỳnh My,False,0
Vỹ Cường,29,Ca sĩ Vỹ Cường,False,0
Trọng Nghĩa,30,Ca sĩ Trọng Nghĩa,False,0
Mai Anh Tài,30,Ca sĩ Mai Anh Tài,False,0
Lê Minh Trung,51,Ca sĩ Lê Minh Trung,False,0
Quốc Bảo,29,Ca sĩ Quốc Bảo,False,0
Đức Trường,26,Ca sĩ Đức Trường,False,0
Nguyễn Hữu Kha,26,Ca sĩ Nguyễn Hữu Kha,False,0
Trịnh Thiên Ân,33,Ca sĩ Trịnh Thiên Ân,False,0
Lê Trọng Hiếu,30,Ca sĩ Lê Trọng Hiếu,False,0
Lee Thiên Vũ,33,Ca sĩ Lee Thiên Vũ,False,0
Thiên Tâm,23,Ca sĩ Thiên Tâm,False,0
Phương Tuệ Trinh,21,Ca sĩ Phương Tuệ Trinh,False,0
Triệu Đình Huy,28,Ca sĩ Triệu Đình Huy,False,0
Đặng Toàn Dinh,32,Ca sĩ Đặng Toàn Dinh,False,0
Quang Đông,27,Ca sĩ Quang Đông,False,0
Tân Trần,30,Ca sĩ Tân Trần,False,0
Mai Khôi,40,Ca sĩ Mai Khôi,False,0
Đức Quang,32,Ca sĩ Đức Quang,False,0
Hồ Trung Dũng,41,Ca sĩ Hồ Trung Dũng,False,0
Lý Phương Thanh,27,Ca sĩ Lý Phương Thanh,False,0
Nguyễn Gia Nhật,26,Ca sĩ Nguyễn Gia Nhật,False,0
Phan Trường,23,Ca sĩ Phan Trường,False,0
Lê Kiều Như,40,Ca sĩ Lê Kiều Như,False,0
Hồ Tuấn Anh,36,Ca sĩ Hồ Tuấn Anh,False,0
Võ Trọng Phúc,37,Ca sĩ Võ Trọng Phúc,False,0
Phan Ngọc Ánh,27,Ca sĩ Phan Ngọc Ánh,False,0
Vy Thuý Vân,37,Ca sĩ Vy Thuý Vân,False,0
Ya Suy,36,Ca sĩ Ya Suy,False,0
Hải Sâm,24,Ca sĩ Hải Sâm,False,0
Từ Trấn Minh,29,Ca sĩ Từ Trấn Minh,False,0
Lâm Nguyệt Ánh,34,Ca sĩ Lâm Nguyệt Ánh,False,0
Ngọc Khuê,40,Ca sĩ Ngọc Khuê,False,0
Hoàng Mai Hạ Vy,29,Ca sĩ Hoàng Mai Hạ Vy,False,0
Giao Linh,74,Ca sĩ Giao Linh,False,0
Fami Ngô,33,Ca sĩ Fami Ngô,False,0
Phương Nguyễn,28,Ca sĩ Phương Nguyễn,False,0
Trần Minh Hiếu,24,Ca sĩ Trần Minh Hiếu,False,0
Lữ Bình,35,Ca sĩ Lữ Bình,False,0
Quốc Đại,44,Ca sĩ Quốc Đại,False,0
Khánh Ngọc,40,Ca sĩ Khánh Ngọc,False,0
Cáp Anh Tài,38,Ca sĩ Cáp Anh Tài,False,0
Mai Hương,82,Ca sĩ Mai Hương,False,0
Dương Đình Phong,37,Ca sĩ Dương Đình Phong,False,0
Trọng Hải,29,Ca sĩ Trọng Hải,False,0
Thái Triệu Luân,42,Ca sĩ Thái Triệu Luân,False,0
Hiền Hồ,26,Ca sĩ Hiền Hồ,False,0
Hồ Bảo Nhi,28,Ca sĩ Hồ Bảo Nhi,False,0
Hữu Tuấn,32,Ca sĩ Hữu Tuấn,False,0
Thu Hòa,27,Ca sĩ Thu Hòa,False,0
Lê Mỹ Như,43,Ca sĩ Lê Mỹ Như,False,0
Nguyễn Ngọc Anh,42,Ca sĩ Nguyễn Ngọc Anh,False,0
Doll Phan Hiếu,30,Ca sĩ Doll Phan Hiếu,False,0
August Đỗ Hải Đăng,22,Ca sĩ August Đỗ Hải Đăng,False,0
Huỳnh Ái Vy,30,Ca sĩ Huỳnh Ái Vy,False,0
Đăng Dương,49,Ca sĩ Đăng Dương,False,0
Kim Thư,38,Ca sĩ Kim Thư,False,0
Họa Mi,68,Ca sĩ Họa Mi,False,0
Ploong Thiết,41,Ca sĩ Ploong Thiết,False,0
Huỳnh Phan Trọng Quỳnh,32,Ca sĩ Huỳnh Phan Trọng Quỳnh,False,0
Bảo Trâm Idol,32,Ca sĩ Bảo Trâm Idol,False,0
Huỳnh Võ Hoài Sơn,24,Ca sĩ Huỳnh Võ Hoài Sơn,False,0
Uyên Pím,29,Ca sĩ Uyên Pím,False,0
Đoàn Minh Tài,23,Ca sĩ Đoàn Minh Tài,False,0
Thái Ngọc Bích,36,Ca sĩ Thái Ngọc Bích,False,0
Nguyễn Ngọc Thảo Nhi,27,Ca sĩ Nguyễn Ngọc Thảo Nhi,False,0
Hùng Muzik,26,Ca sĩ Hùng Muzik,False,0
Andiez Nam Trương,28,Ca sĩ Andiez Nam Trương,False,0
Nit,26,Ca sĩ Nit,False,0
Trần Pen,29,Ca sĩ Trần Pen,False,0
Lâm Hoài Phong,24,Ca sĩ Lâm Hoài Phong,False,0
Lưu Hiền Trinh,32,Ca sĩ Lưu Hiền Trinh,False,0
Vũ Yến Ngọc,33,Ca sĩ Vũ Yến Ngọc,False,0
Vương Triệu Anh,34,Ca sĩ Vương Triệu Anh,False,0
Nguyễn Trần Tiến Tới,24,Ca sĩ Nguyễn Trần Tiến Tới,False,0
Vũ Song Vũ,24,Ca sĩ Vũ Song Vũ,False,0
Nguyễn Nam Dương ,21,Ca sĩ Nguyễn Nam Dương ,False,0
Cao Hà Đức Anh,21,Ca sĩ Cao Hà Đức Anh,False,0
Trần Thị Diệp Nhi,16,Ca sĩ Trần Thị Diệp Nhi,False,0
Ngọc Duyên,30,Ca sĩ Ngọc Duyên,False,0
Issac Thái,34,Ca sĩ Issac Thái,False,0
Võ Ngọc Quyền,33,Ca sĩ Võ Ngọc Quyền,False,0
Nguyễn Hưng,68,Ca sĩ Nguyễn Hưng,False,0
Phương Suri,31,Ca sĩ Phương Suri,False,0
Alan Thanh Điền,29,Ca sĩ Alan Thanh Điền,False,0
Tâm Đoan,46,Ca sĩ Tâm Đoan,False,0
Lê Duy Đức,24,Ca sĩ Lê Duy Đức,False,0
